N,EGT,WF,Status
87.7625,1369.77,5857.69,0
87.9234,1370.26,5869.23,0
88.0505,1371.82,5869.23,0
88.0928,1372.24,5873.08,0
88.1606,1369.29,5865.38,0
88.1352,1367.78,5865.38,0
88.1775,1367.91,5884.62,0
88.0674,1369.1,5876.92,0
87.9404,1371.15,5873.08,0
87.8726,1368.74,5869.23,0
87.7879,1367.88,5857.69,0
87.771,1369.54,5861.54,0
87.7964,1367.73,5861.54,0
87.7795,1368.92,5865.38,0
87.7795,1367.94,5857.69,0
87.8049,1371.67,5861.54,0
87.8472,1371.75,5861.54,0
87.9658,1370.75,5857.69,0
88.0928,1371.97,5865.38,0
88.1775,1372.36,5869.23,0
88.2453,1372.68,5876.92,0
88.3215,1368.92,5873.08,0
88.2368,1372.18,5873.08,0
88.1013,1367.96,5869.23,0
87.9658,1368.13,5869.23,0
87.7964,1372.29,5861.54,0
87.7117,1370.5,5861.54,0
87.6948,1368.09,5861.54,0
87.6186,1368.97,5857.69,0
87.6016,1368.47,5861.54,0
87.5677,1369.85,5857.69,0
87.5677,1371.51,5853.85,0
87.5339,1371.4,5857.69,0
87.5423,1370.63,5850.0,0
87.5085,1371.92,5853.85,0
87.4661,1370.03,5850.0,0
87.4831,1372.39,5850.0,0
87.4915,1369.94,5850.0,0
87.5,1370.33,5846.15,0
87.5,1371.23,5846.15,0
87.4915,1371.12,5838.46,0
87.5085,1368.37,5834.62,0
87.4831,1369.9,5842.31,0
87.4746,1369.79,5826.92,0
87.4577,1370.86,5842.31,0
87.5085,1369.8,5830.77,0
87.5,1366.54,5842.31,0
87.4238,1372.03,5846.15,0
87.4492,1367.41,5838.46,0
87.4238,1368.31,5834.62,0
87.4153,1370.05,5823.08,0
87.3899,1369.55,5830.77,0
87.3899,1369.28,5823.08,0
87.3984,1371.77,5834.62,0
87.4407,1368.68,5834.62,0
87.8133,1367.87,5946.15,0
87.8557,1372.1,5950.0,0
87.8472,1372.53,5938.46,0
87.898,1372.07,5946.15,0
87.898,1372.02,5957.69,0
87.915,1371.68,5961.54,0
87.9488,1371.16,5946.15,0
87.9912,1368.07,5961.54,0
87.9827,1369.42,5961.54,0
87.9912,1370.91,5953.85,0
87.9743,1369.27,5961.54,0
87.9234,1368.71,5953.85,0
87.9573,1369.39,5942.31,0
87.9234,1371.36,5946.15,0
87.9404,1367.53,5946.15,0
87.915,1369.18,5946.15,0
87.8896,1368.14,5942.31,0
87.8811,1371.34,5938.46,0
87.8811,1372.05,5950.0,0
87.898,1371.34,5950.0,0
87.898,1368.18,5942.31,0
87.9065,1370.05,5938.46,0
87.915,1367.67,5950.0,0
87.915,1371.57,5950.0,0
87.9065,1372.3,5957.69,0
87.915,1371.12,5946.15,0
87.9234,1371.9,5946.15,0
87.898,1368.65,5953.85,0
87.9404,1371.83,5950.0,0
87.8726,1369.89,5957.69,0
87.915,1370.46,5950.0,0
87.9488,1371.96,5957.69,0
87.9065,1369.52,5961.54,0
87.9065,1370.7,5953.85,0
87.9065,1368.35,5953.85,0
87.9065,1368.87,5942.31,0
87.9319,1371.57,5950.0,0
87.9404,1371.03,5957.69,0
87.9319,1368.95,5953.85,0
87.9827,1367.7,5957.69,0
87.9319,1368.35,5953.85,0
87.9234,1370.2,5965.38,0
87.9573,1368.33,5961.54,0
87.9658,1366.92,5953.85,0
87.9319,1372.15,5961.54,0
87.9319,1367.39,5953.85,0
87.9573,1368.45,5957.69,0
87.9404,1370.76,5957.69,0
87.9404,1369.56,5957.69,0
87.915,1368.7,5957.69,0
87.9234,1371.14,5946.15,0
87.8896,1370.33,5953.85,0
87.8388,1370.85,5938.46,0
87.8303,1370.24,5930.77,0
87.8133,1368.14,5950.0,0
87.8388,1369.16,5950.0,0
87.8642,1369.18,5953.85,0
87.8642,1369.11,5950.0,0
87.8811,1369.35,5953.85,0
87.8896,1371.02,5950.0,0
87.8811,1370.49,5957.69,0
87.8896,1368.17,5957.69,0
87.8896,1368.9,5961.54,0
87.9319,1367.7,5946.15,0
87.9234,1368.81,5961.54,0
87.898,1368.47,5946.15,0
87.8726,1370.46,5946.15,0
88.3299,1369.36,6015.38,0
88.3554,1366.14,6011.54,0
88.3808,1371.18,6007.69,0
88.3299,1372.72,6007.69,0
88.3638,1368.92,6007.69,0
88.3299,1371.49,6003.85,0
88.3723,1372.35,6007.69,0
88.3808,1371.23,6015.38,0
88.3808,1371.4,6003.85,0
88.3469,1371.24,6007.69,0
88.3554,1370.04,6007.69,0
88.3469,1371.44,6007.69,0
88.3469,1371.16,6003.85,0
88.2961,1367.65,6007.69,0
88.2791,1368.88,5988.46,0
88.31299999999999,1370.37,6003.85,0
88.2368,1372.25,5992.31,0
88.2114,1371.28,5980.77,0
88.1606,1368.5,5980.77,0
88.1944,1367.25,5976.92,0
88.1944,1368.2,5973.08,0
88.0928,1368.41,5969.23,0
88.0759,1367.32,5969.23,0
88.0844,1370.06,5957.69,0
88.0589,1367.07,5953.85,0
88.0251,1370.91,5961.54,0
87.9997,1368.91,5950.0,0
87.9743,1370.11,5942.31,0
87.9488,1369.99,5938.46,0
87.898,1373.02,5934.62,0
87.8642,1371.79,5923.08,0
87.8726,1370.57,5915.38,0
87.8303,1368.94,5923.08,0
87.8388,1368.99,5919.23,0
87.8472,1372.34,5923.08,0
87.7964,1370.89,5919.23,0
87.771,1371.58,5911.54,0
87.771,1370.82,5903.85,0
87.7541,1367.22,5903.85,0
87.7202,1370.39,5903.85,0
87.7371,1371.41,5907.69,0
87.7287,1371.49,5900.0,0
87.7202,1369.61,5900.0,0
87.7541,1368.18,5907.69,0
87.7541,1367.87,5900.0,0
87.6609,1370.85,5884.62,0
87.6863,1369.42,5900.0,0
87.6524,1370.89,5892.31,0
87.6524,1368.13,5888.46,0
87.64399999999999,1370.42,5892.31,0
87.6016,1370.15,5888.46,0
87.6186,1371.31,5884.62,0
87.5677,1368.22,5880.77,0
87.5254,1371.31,5876.92,0
87.5508,1371.25,5888.46,0
87.5339,1368.38,5884.62,0
87.5169,1368.79,5869.23,0
87.4915,1371.14,5876.92,0
87.4915,1369.94,5865.38,0
87.5254,1370.95,5873.08,0
87.4831,1371.47,5869.23,0
87.5254,1369.99,5857.69,0
87.4153,1368.53,5853.85,0
87.4153,1370.92,5850.0,0
87.3814,1368.86,5846.15,0
87.3899,1368.69,5853.85,0
87.3222,1371.34,5846.15,0
87.3306,1370.02,5846.15,0
87.2967,1371.05,5838.46,0
87.2967,1370.93,5834.62,0
87.2798,1368.15,5842.31,0
87.2798,1368.61,5846.15,0
87.2544,1367.28,5842.31,0
87.2798,1368.94,5838.46,0
87.2121,1369.35,5834.62,0
87.2544,1368.61,5846.15,0
87.2205,1370.89,5834.62,0
87.1782,1368.69,5826.92,0
87.1951,1368.88,5826.92,0
87.2036,1369.24,5830.77,0
87.2544,1368.26,5834.62,0
87.1867,1369.31,5830.77,0
87.1951,1369.97,5834.62,0
87.1697,1371.58,5834.62,0
87.2121,1368.6,5830.77,0
87.1951,1368.36,5823.08,0
87.1782,1368.27,5823.08,0
87.1443,1369.52,5823.08,0
87.1528,1369.17,5830.77,0
87.1697,1370.6,5826.92,0
87.1697,1370.32,5834.62,0
87.1697,1371.06,5838.46,0
87.1443,1371.21,5842.31,0
87.1274,1368.18,5830.77,0
87.1612,1370.0,5838.46,0
87.1697,1371.52,5850.0,0
87.1867,1370.47,5846.15,0
87.1443,1368.17,5842.31,0
87.2036,1369.02,5850.0,0
87.2036,1368.44,5846.15,0
87.2205,1369.6,5853.85,0
87.2205,1369.49,5857.69,0
87.2544,1370.01,5857.69,0
87.2544,1369.14,5853.85,0
87.1782,1370.02,5850.0,0
87.2205,1368.83,5857.69,0
87.1951,1368.82,5850.0,0
87.229,1368.07,5857.69,0
87.2036,1369.88,5853.85,0
87.1867,1368.24,5850.0,0
87.1697,1371.28,5857.69,0
87.2205,1368.95,5857.69,0
87.2459,1372.0,5857.69,0
87.1951,1368.6,5853.85,0
87.2036,1368.69,5857.69,0
87.2121,1367.74,5846.15,0
87.1697,1372.39,5857.69,0
87.1528,1371.12,5850.0,0
87.1867,1371.37,5846.15,0
87.2121,1371.92,5846.15,0
87.1951,1368.76,5842.31,0
87.1697,1370.11,5842.31,0
87.1528,1372.55,5838.46,0
87.1189,1368.37,5830.77,0
87.0596,1368.34,5834.62,0
87.102,1370.73,5834.62,0
87.0512,1370.81,5823.08,0
87.0427,1369.89,5815.38,0
87.0427,1369.4,5815.38,0
87.0596,1368.81,5823.08,0
86.9411,1369.97,5815.38,0
86.9919,1368.87,5815.38,0
87.0427,1369.1,5819.23,0
87.0257,1369.07,5826.92,0
87.085,1369.21,5823.08,0
87.1274,1369.7,5830.77,0
87.1189,1369.65,5834.62,0
87.1528,1370.07,5842.31,0
87.2036,1369.82,5857.69,0
87.2544,1368.86,5865.38,0
87.2459,1370.84,5857.69,0
87.2798,1368.99,5869.23,0
87.2629,1371.34,5865.38,0
87.2798,1370.25,5861.54,0
87.2629,1369.04,5850.0,0
87.2459,1368.12,5853.85,0
87.2121,1371.22,5853.85,0
87.1697,1369.58,5846.15,0
87.1697,1370.01,5834.62,0
87.1528,1368.56,5834.62,0
87.1867,1368.23,5838.46,0
87.2121,1370.39,5846.15,0
87.1612,1369.59,5830.77,0
87.1782,1367.91,5846.15,0
87.1951,1370.19,5842.31,0
87.1528,1368.19,5846.15,0
87.1782,1370.57,5834.62,0
87.2036,1371.13,5846.15,0
87.2459,1369.19,5846.15,0
87.1697,1371.2,5842.31,0
87.2375,1370.69,5850.0,0
87.2205,1369.3,5842.31,0
87.2798,1369.69,5846.15,0
87.3137,1368.36,5865.38,0
87.3052,1368.5,5876.92,0
87.3306,1368.43,5869.23,0
87.37299999999999,1370.35,5876.92,0
87.4153,1371.25,5884.62,0
87.4323,1371.25,5880.77,0
87.4661,1372.29,5888.46,0
87.4153,1371.59,5869.23,0
87.4407,1369.99,5880.77,0
87.4238,1368.98,5880.77,0
87.4407,1370.8,5861.54,0
87.4153,1368.93,5861.54,0
87.4492,1369.94,5861.54,0
87.4831,1368.16,5857.69,0
87.4661,1368.33,5869.23,0
87.4492,1368.6,5876.92,0
87.5254,1368.73,5880.77,0
87.5085,1368.3,5869.23,0
87.5508,1371.55,5888.46,0
87.6101,1370.51,5888.46,0
87.5762,1371.82,5876.92,0
87.5677,1372.24,5873.08,0
87.6101,1368.66,5880.77,0
87.5677,1370.2,5884.62,0
87.6186,1371.42,5873.08,0
87.5847,1369.13,5880.77,0
87.6186,1369.38,5880.77,0
87.5762,1370.59,5873.08,0
87.5593,1371.39,5873.08,0
87.5677,1372.04,5869.23,0
87.6101,1368.57,5869.23,0
87.5762,1370.37,5876.92,0
87.6186,1371.25,5876.92,0
87.5847,1371.36,5873.08,0
87.5847,1369.37,5869.23,0
87.5932,1371.58,5876.92,0
87.5677,1370.16,5861.54,0
87.5593,1371.42,5865.38,0
87.5508,1371.16,5865.38,0
87.6016,1369.6,5884.62,0
87.6186,1370.88,5865.38,0
87.6863,1371.22,5853.85,0
87.8218,1369.42,5876.92,0
87.9573,1372.11,5869.23,0
88.0505,1372.08,5880.77,0
88.1267,1370.95,5876.92,0
88.2114,1371.92,5880.77,0
88.1182,1370.07,5884.62,0
88.0251,1369.24,5873.08,0
87.9827,1370.25,5880.77,0
87.8896,1368.03,5869.23,0
87.8049,1368.35,5873.08,0
87.8049,1370.62,5869.23,0
87.771,1368.67,5865.38,0
87.7456,1372.81,5861.54,0
87.7541,1371.5,5861.54,0
87.7541,1369.9,5873.08,0
87.7371,1371.26,5861.54,0
87.7456,1371.5,5865.38,0
87.7371,1368.06,5865.38,0
87.7202,1367.66,5865.38,0
87.6863,1368.53,5857.69,0
87.6694,1368.53,5850.0,0
87.6948,1370.4,5853.85,0
87.7625,1369.77,5857.69,0
87.9234,1370.26,5869.23,0
88.0505,1371.82,5869.23,0
88.0928,1372.24,5873.08,0
88.1606,1369.29,5865.38,0
88.1352,1367.78,5865.38,0
88.1775,1367.91,5884.62,0
88.0081,1367.04,5900.0,0
88.1182,1372.18,5919.23,0
88.2368,1371.29,5911.54,0
88.31299999999999,1365.56,5903.85,0
88.4316,1371.72,5907.69,0
88.4993,1371.22,5915.38,0
88.5586,1367.85,5900.0,0
88.5501,1369.69,5892.31,0
88.6518,1372.47,5911.54,0
88.6602,1368.13,5884.62,0
88.7449,1367.48,5896.15,0
88.7957,1369.92,5896.15,0
88.8719,1365.82,5892.31,0
88.8889,1366.17,5892.31,0
88.9566,1372.27,5907.69,0
89.0159,1366.05,5896.15,0
88.8042,1368.24,5900.0,0
88.7788,1374.58,5903.85,0
88.6687,1371.79,5900.0,0
88.4654,1370.63,5896.15,0
88.3299,1368.99,5884.62,0
88.2791,1372.78,5896.15,0
88.2198,1369.5,5884.62,0
88.169,1369.7,5888.46,0
88.1182,1372.01,5880.77,0
88.1013,1370.77,5888.46,0
88.0844,1369.85,5892.31,0
88.0166,1367.55,5888.46,0
88.0251,1371.34,5896.15,0
88.0166,1369.44,5888.46,0
87.9997,1370.54,5892.31,0
88.2622,1369.51,5919.23,0
88.2707,1369.83,5930.77,0
88.2622,1367.12,5942.31,0
88.2707,1371.44,5930.77,0
88.2961,1371.0,5950.0,0
88.3299,1371.12,5942.31,0
88.3554,1371.4,5957.69,0
88.3554,1368.44,5957.69,0
88.3723,1369.18,5953.85,0
88.3384,1366.29,5950.0,0
88.3554,1369.56,5961.54,0
88.4062,1366.13,5957.69,0
88.3977,1367.72,5969.23,0
88.4485,1368.14,5973.08,0
88.4824,1373.4,5973.08,0
88.4909,1372.09,5988.46,0
88.4993,1372.8,5992.31,0
88.5078,1366.64,5988.46,0
88.4993,1368.01,5984.62,0
88.5163,1368.32,5980.77,0
88.601,1372.93,5988.46,0
88.8211,1369.15,6026.92,0
88.8465,1365.84,6034.62,0
88.8296,1369.06,6026.92,0
88.8889,1366.91,6042.31,0
89.0159,1368.22,6061.54,0
89.0752,1368.89,6057.69,0
89.1345,1366.07,6073.08,0
89.1091,1372.19,6065.38,0
89.2446,1368.93,6080.77,0
89.3039,1367.13,6103.85,0
89.3716,1369.02,6115.38,0
89.5156,1372.22,6123.08,0
89.5495,1372.17,6123.08,0
89.6934,1373.0,6142.31,0
89.6341,1369.06,6123.08,0
89.6003,1372.06,6119.23,0
89.6087,1366.52,6119.23,0
89.5833,1370.09,6119.23,0
89.5156,1366.61,6092.31,0
89.541,1368.9,6100.0,0
89.541,1369.55,6107.69,0
89.5749,1367.78,6103.85,0
89.5664,1370.84,6100.0,0
89.685,1367.12,6134.62,0
89.7188,1370.87,6130.77,0
89.7866,1368.0,6142.31,0
89.8459,1367.72,6157.69,0
89.8374,1369.95,6150.0,0
89.7273,1368.13,6134.62,0
89.7527,1372.19,6134.62,0
89.7188,1368.04,6146.15,0
89.7019,1370.47,6123.08,0
89.7188,1370.95,6126.92,0
89.6934,1370.57,6130.77,0
89.7273,1370.33,6130.77,0
89.6934,1372.15,6126.92,0
89.6934,1366.35,6126.92,0
89.7188,1370.8,6130.77,0
89.7696,1371.07,6134.62,0
89.7951,1366.31,6126.92,0
89.7951,1371.56,6138.46,0
89.8035,1368.06,6138.46,0
89.8374,1368.91,6134.62,0
89.8035,1366.85,6134.62,0
89.7781,1367.69,6126.92,0
89.7612,1370.52,6142.31,0
89.8289,1371.12,6146.15,0
89.8205,1369.79,6142.31,0
89.8628,1367.74,6161.54,0
89.9136,1368.73,6161.54,0
89.9644,1367.0,6165.38,0
90.0068,1369.01,6180.77,0
90.0576,1373.43,6176.92,0
90.1084,1372.0,6184.62,0
90.1423,1368.98,6192.31,0
90.1677,1370.54,6196.15,0
90.1762,1370.13,6196.15,0
90.2185,1370.96,6196.15,0
90.227,1365.39,6200.0,0
90.2693,1369.37,6207.69,0
90.3286,1370.73,6203.85,0
90.2947,1366.96,6196.15,0
90.3455,1370.85,6207.69,0
90.4048,1372.02,6203.85,0
90.4217,1372.28,6215.38,0
90.4556,1368.5,6219.23,0
90.4895,1370.66,6238.46,0
90.5996,1367.64,6234.62,0
90.6504,1371.17,6234.62,0
90.6843,1368.88,6257.69,0
90.6927,1371.77,6261.54,0
90.7266,1370.36,6265.38,0
90.8113,1371.81,6269.23,0
90.7944,1369.79,6280.77,0
90.7944,1369.5,6265.38,0
90.8452,1369.77,6265.38,0
90.8198,1370.38,6269.23,0
90.8283,1369.3,6265.38,0
90.8621,1370.93,6269.23,0
90.8791,1370.1,6265.38,0
90.9299,1369.23,6276.92,0
90.8875,1369.38,6273.08,0
90.8791,1368.5,6265.38,0
90.9299,1370.53,6261.54,0
90.9553,1369.85,6273.08,0
90.9553,1368.81,6273.08,0
91.0061,1370.74,6273.08,0
90.9976,1370.91,6269.23,0
90.9383,1369.09,6265.38,0
90.9468,1370.54,6269.23,0
90.9383,1370.64,6269.23,0
90.9383,1371.36,6269.23,0
90.9214,1369.94,6265.38,0
90.9045,1370.64,6273.08,0
90.9299,1370.97,6276.92,0
90.9299,1369.54,6265.38,0
90.896,1371.7,6269.23,0
90.8452,1370.18,6257.69,0
90.8706,1370.46,6265.38,0
90.8283,1371.28,6242.31,0
90.8198,1372.26,6246.15,0
90.7944,1369.3,6242.31,0
90.7944,1369.2,6246.15,0
90.7436,1369.17,6234.62,0
90.7182,1372.19,6242.31,0
90.6843,1371.26,6242.31,0
90.7012,1370.38,6230.77,0
90.7351,1369.73,6223.08,0
90.7436,1371.9,6242.31,0
90.76899999999999,1371.91,6238.46,0
91.3872,1368.49,6238.46,0
91.4126,1370.15,6238.46,0
91.4465,1371.68,6242.31,0
91.4719,1368.28,6242.31,0
91.4888,1369.09,6253.85,0
91.4888,1370.59,6242.31,0
91.5142,1369.27,6238.46,0
91.5481,1369.44,6246.15,0
91.565,1370.13,6238.46,0
91.5904,1369.97,6250.0,0
91.6159,1370.07,6253.85,0
91.6074,1369.2,6246.15,0
91.6582,1370.93,6253.85,0
91.6582,1370.56,6257.69,0
91.6836,1369.47,6261.54,0
91.6921,1368.66,6261.54,0
91.7598,1368.95,6273.08,0
91.7429,1370.0,6269.23,0
91.7598,1369.1,6273.08,0
91.7768,1368.54,6280.77,0
91.7852,1370.84,6288.46,0
91.836,1369.59,6280.77,0
91.8445,1371.23,6276.92,0
91.8191,1370.07,6265.38,0
91.7852,1370.17,6276.92,0
91.7937,1371.15,6265.38,0
91.8022,1369.27,6273.08,0
91.7852,1370.18,6269.23,0
91.8022,1368.77,6269.23,0
91.7937,1370.8,6273.08,0
91.8445,1370.23,6273.08,0
91.8022,1370.24,6269.23,0
91.8022,1369.58,6269.23,0
91.8699,1370.23,6284.62,0
91.8869,1370.22,6280.77,0
91.8869,1370.78,6280.77,0
91.9292,1370.2,6296.15,0
91.9461,1370.75,6292.31,0
91.98,1369.39,6288.46,0
92.0139,1369.98,6300.0,0
92.0054,1369.49,6303.85,0
92.0224,1369.87,6292.31,0
92.0224,1370.15,6311.54,0
92.0054,1370.73,6300.0,0
92.0562,1369.15,6307.69,0
92.0816,1369.64,6303.85,0
92.1155,1370.04,6319.23,0
92.1494,1369.66,6315.38,0
92.1325,1371.03,6330.77,0
92.1917,1370.51,6326.92,0
92.2341,1369.92,6326.92,0
92.2425,1370.68,6346.15,0
92.251,1370.15,6338.46,0
92.3272,1370.04,6350.0,0
92.3696,1370.37,6342.31,0
92.3781,1370.54,6350.0,0
92.4035,1369.95,6353.85,0
92.4035,1370.24,6361.54,0
92.4543,1369.69,6361.54,0
92.4966,1369.75,6361.54,0
92.522,1370.16,6373.08,0
92.5305,1369.95,6376.92,0
92.5474,1370.72,6388.46,0
92.5728,1370.32,6376.92,0
92.5728,1369.57,6384.62,0
92.6406,1369.82,6392.31,0
92.6152,1369.75,6388.46,0
92.6745,1369.44,6400.0,0
92.5728,1370.39,6380.77,0
92.5644,1370.48,6384.62,0
92.5559,1369.42,6384.62,0
92.5728,1370.23,6411.54,0
92.6152,1370.36,6388.46,0
92.6321,1369.84,6388.46,0
92.6067,1369.97,6388.46,0
92.649,1369.61,6396.15,0
92.6829,1369.73,6411.54,0
92.7083,1369.78,6407.69,0
92.7253,1370.23,6415.38,0
92.7846,1369.91,6415.38,0
92.81,1370.41,6423.08,0
92.8523,1370.06,6426.92,0
92.8692,1369.53,6426.92,0
92.9031,1370.45,6434.62,0
92.9031,1370.21,6438.46,0
92.8777,1369.84,6438.46,0
92.8946,1370.37,6442.31,0
92.9285,1369.76,6438.46,0
92.9201,1370.37,6430.77,0
92.9709,1369.49,6438.46,0
92.9878,1369.8,6442.31,0
93.0132,1370.06,6442.31,0
93.0047,1370.48,6446.15,0
92.9624,1370.25,6457.69,0
93.0217,1370.98,6453.85,0
93.0217,1370.1,6469.23,0
93.0302,1369.68,6453.85,0
93.0556,1369.49,6457.69,0
93.064,1370.1,6469.23,0
93.1064,1370.6,6465.38,0
93.1233,1369.42,6469.23,0
93.1487,1370.71,6469.23,0
93.1741,1370.11,6476.92,0
93.2165,1369.76,6488.46,0
93.1826,1369.41,6476.92,0
93.2249,1370.41,6496.15,0
93.2165,1370.29,6496.15,0
92.9539,1370.28,6453.85,0
92.9539,1369.17,6457.69,0
92.9878,1369.98,6465.38,0
93.0217,1370.12,6453.85,0
93.0047,1370.05,6465.38,0
93.0047,1370.32,6457.69,0
93.0386,1370.05,6469.23,0
92.8777,1370.12,6438.46,0
92.8523,1370.05,6450.0,0
92.81,1370.16,6450.0,0
92.6914,1370.08,6442.31,0
92.6236,1370.38,6423.08,0
92.649,1370.0,6434.62,0
92.5982,1369.65,6434.62,0
92.5982,1369.55,6438.46,0
92.5982,1370.23,6446.15,0
92.5982,1370.61,6434.62,0
92.6067,1368.97,6453.85,0
92.6406,1369.85,6438.46,0
92.6067,1369.77,6453.85,0
92.4881,1370.07,6430.77,0
92.3103,1369.49,6415.38,0
92.3272,1369.04,6430.77,0
92.3018,1370.03,6426.92,0
92.3442,1369.99,6419.23,0
92.3357,1369.73,6426.92,0
92.3696,1370.22,6426.92,0
92.3442,1369.83,6423.08,0
92.3865,1370.6,6411.54,0
92.3188,1369.68,6426.92,0
92.3781,1370.34,6426.92,0
92.3526,1369.35,6426.92,0
92.3865,1369.95,6423.08,0
92.3611,1369.11,6423.08,0
92.3696,1369.76,6430.77,0
92.3865,1370.56,6438.46,0
92.3865,1370.15,6438.46,0
92.3696,1370.03,6442.31,0
92.3781,1369.91,6434.62,0
92.4035,1369.53,6438.46,0
92.4035,1370.14,6446.15,0
92.4289,1369.99,6438.46,0
92.4204,1369.65,6453.85,0
92.4458,1370.35,6453.85,0
92.4035,1369.8,6446.15,0
92.4627,1369.77,6457.69,0
92.4289,1370.42,6469.23,0
92.4627,1370.38,6457.69,0
92.4881,1370.38,6457.69,0
92.4797,1369.54,6457.69,0
92.4797,1369.88,6450.0,0
92.4797,1370.5,6469.23,0
92.5135,1369.96,6461.54,0
92.4627,1369.66,6469.23,0
92.522,1370.3,6473.08,0
92.5135,1370.5,6473.08,0
92.522,1370.15,6488.46,0
92.5135,1370.15,6469.23,0
92.4881,1370.73,6480.77,0
92.539,1370.34,6480.77,0
92.5644,1370.34,6480.77,0
92.5559,1370.19,6480.77,0
92.5728,1369.69,6488.46,0
92.5644,1370.31,6492.31,0
92.5644,1370.57,6488.46,0
92.5728,1369.81,6484.62,0
92.6152,1369.39,6496.15,0
92.6067,1370.38,6476.92,0
92.649,1369.89,6484.62,0
92.649,1370.0,6492.31,0
92.6152,1369.89,6484.62,0
92.6406,1369.5,6480.77,0
92.6152,1370.65,6480.77,0
92.6236,1370.23,6488.46,0
92.5813,1369.35,6484.62,0
92.5982,1370.11,6480.77,0
92.5644,1369.54,6469.23,0
92.5728,1370.5,6476.92,0
92.5474,1369.39,6476.92,0
92.522,1370.23,6461.54,0
92.4712,1369.73,6446.15,0
92.4119,1369.39,6442.31,0
92.395,1370.92,6438.46,0
92.395,1371.07,6419.23,0
92.3442,1369.92,6403.85,0
92.2764,1370.52,6396.15,0
92.2595,1370.87,6400.0,0
92.251,1369.42,6403.85,0
92.2171,1370.87,6400.0,0
92.1748,1370.44,6388.46,0
92.1917,1369.91,6384.62,0
92.2171,1370.8,6380.77,0
92.1494,1369.5,6376.92,0
92.1663,1370.33,6380.77,0
92.1409,1370.79,6361.54,0
92.124,1369.3,6365.38,0
92.0816,1371.13,6353.85,0
92.0816,1369.61,6361.54,0
92.0393,1369.84,6353.85,0
92.0732,1370.48,6342.31,0
92.0816,1369.92,6342.31,0
92.0647,1368.59,6323.08,0
92.0478,1370.1,6330.77,0
91.9969,1369.01,6300.0,0
91.9461,1370.5,6288.46,0
92.0139,1369.78,6303.85,0
91.9461,1370.96,6288.46,0
91.9546,1370.78,6288.46,0
91.9377,1368.98,6276.92,0
91.9715,1370.15,6276.92,0
91.9631,1368.95,6269.23,0
91.8276,1369.38,6253.85,0
91.8699,1369.65,6242.31,0
91.9123,1370.66,6246.15,0
91.8699,1369.22,6246.15,0
91.8191,1371.51,6234.62,0
91.8276,1368.66,6219.23,0
91.8445,1370.48,6219.23,0
91.7852,1369.97,6211.54,0
91.8445,1368.41,6215.38,0
91.8276,1369.38,6207.69,0
91.8106,1369.17,6200.0,0
91.7937,1369.97,6180.77,0
91.8022,1369.95,6184.62,0
91.8276,1369.83,6180.77,0
91.7852,1369.68,6173.08,0
91.7937,1369.88,6173.08,0
92.0393,1369.92,6215.38,0
92.1494,1369.27,6207.69,0
92.124,1370.49,6207.69,0
92.2002,1370.72,6207.69,0
92.2002,1370.53,6200.0,0
92.2425,1370.4,6192.31,0
92.2425,1370.13,6203.85,0
92.3865,1370.5,6211.54,0
92.5474,1370.5,6226.92,0
92.5474,1370.69,6219.23,0
92.5813,1369.58,6207.69,0
92.9116,1370.39,6257.69,0
92.9624,1370.0,6257.69,0
93.3012,1370.17,6292.31,0
93.352,1370.05,6292.31,0
93.4197,1370.11,6284.62,0
93.8432,1371.94,6326.92,0
93.8262,1369.32,6315.38,0
94.3936,1369.36,6388.46,0
94.4614,1369.43,6392.31,0
94.56299999999999,1371.2,6388.46,0
94.834,1368.89,6423.08,0
94.8848,1367.87,6411.54,0
95.1643,1372.16,6430.77,0
95.5623,1369.15,6469.23,0
95.6047,1370.53,6476.92,0
51.9732,685.173,2469.23,1
51.9648,688.1110000000001,2511.54,1
3.2181599999999997,252.294,0.0,1
0.0,176.203,0.0,1
0.0,135.255,0.0,1
0.0,117.177,0.0,1
0.0,105.081,0.0,1
0.0,95.5403,0.0,1
0.0,87.4089,0.0,1
0.0,81.571,0.0,1
0.0,76.2032,0.0,1
0.0,71.3106,0.0,1
0.0,67.4968,0.0,1
0.0,64.1665,0.0,1
0.0,60.7208,0.0,1
0.0,58.4202,0.0,1
0.0,55.2388,0.0,1
0.0,53.4258,0.0,1
0.0,50.8965,0.0,1
0.0,49.5203,0.0,1
0.0,48.1982,0.0,1
0.0,45.9931,0.0,1
0.0,44.8338,0.0,1
0.0,42.8453,0.0,1
0.0,42.0714,0.0,1
0.0,41.0207,0.0,1
0.0,39.1943,0.0,1
0.0,38.2526,0.0,1
0.0,37.4768,0.0,1
0.0,35.8691,0.0,1
0.0,35.1479,0.0,1
0.0,34.5928,0.0,1
0.0,33.0935,0.0,1
0.0,32.5933,0.0,1
0.0,31.2596,0.0,1
0.0,30.7032,0.0,1
0.0,30.0356,0.0,1
0.0,29.0337,0.0,1
0.0,30.3695,0.0,1
0.0,51.4478,0.0,1
36.3821,873.297,1753.85,1
69.1226,973.135,3653.85,1
86.0095,1371.66,5673.08,1
86.0688,1368.5,5626.92,1
86.145,1369.93,5576.92,1
86.2297,1370.68,5565.38,1
87.1189,1370.15,5661.54,1
87.2798,1369.67,5657.69,1
87.3391,1368.7,5650.0,1
87.8726,1369.84,5707.69,1
88.0251,1371.15,5707.69,0
